service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
94580211486689,1,1,1,1,1,1,1,20191201,20200701
94580411486710,1,1,1,1,1,1,1,20191201,20200701
94741511505660,1,1,1,1,1,1,1,20191201,20200701
94675011497941,1,1,1,1,1,1,1,20191201,20200701
94675311497956,1,1,1,1,1,1,1,20191201,20200701
94691411499680,1,1,1,1,1,1,1,20191201,20200701
94691811499725,1,1,1,1,1,1,1,20191201,20200701
94680011498269,1,1,1,1,1,1,1,20191201,20200701
94680111498284,1,1,1,1,1,1,1,20191201,20200701
94693111499905,1,1,1,1,1,1,1,20191201,20200701
94881011441152,1,1,1,1,1,0,0,20191201,20200701
94703611501183,1,1,1,1,1,1,1,20191201,20200701
94697711500455,1,1,1,1,1,1,1,20191201,20200701
94738211505165,1,1,1,1,1,1,1,20191201,20200701
94692411499815,1,1,1,1,1,1,1,20191201,20200701
94582511487006,1,1,1,1,1,1,1,20191201,20200701
94704211501273,1,1,1,1,1,1,1,20191201,20200701
94582911487066,1,1,1,1,1,1,1,20191201,20200701
94722311502958,1,1,1,1,1,1,1,20191201,20200701
94676811498031,1,1,1,1,1,1,1,20191201,20200701
94747711506399,1,1,1,1,1,1,1,20191201,20200701
94616011491205,1,1,1,1,1,1,1,20191201,20200701
94911611449815,1,1,1,1,1,0,0,20191201,20200701
94737111505001,1,1,1,1,1,1,1,20191201,20200701
94841911448545,1,1,1,1,1,0,0,20191201,20200701
94669211497411,1,1,1,1,1,1,1,20191201,20200701
94658011496017,1,1,1,1,1,1,1,20191201,20200701
94763811508283,1,1,1,1,1,1,1,20191201,20200701
94746511506268,1,1,1,1,1,1,1,20191201,20200701
94764111508313,1,1,1,1,1,1,1,20191201,20200701
94659211496165,1,1,1,1,1,1,1,20191201,20200701
94908711449663,1,1,1,1,1,0,0,20191201,20200701
94679611498219,1,1,1,1,1,1,1,20191201,20200701
94727011503664,1,1,1,1,1,1,1,20191201,20200701
94628211492638,1,1,1,1,1,1,1,20191201,20200701
94676111497997,1,1,1,1,1,1,1,20191201,20200701
94676211498002,1,1,1,1,1,1,1,20191201,20200701
94688711499327,1,1,1,1,1,1,1,20191201,20200701
94665311496908,1,1,1,1,1,1,1,20191201,20200701
94688911499347,1,1,1,1,1,1,1,20191201,20200701
94657411495941,1,1,1,1,1,1,1,20191201,20200701
94665011496884,1,1,1,1,1,1,1,20191201,20200701
94665111496892,1,1,1,1,1,1,1,20191201,20200701
94678011498092,1,1,1,1,1,1,1,20191201,20200701
94625211492268,1,1,1,1,1,1,1,20191201,20200701
94626011492358,1,1,1,1,1,1,1,20191201,20200701
94727411503724,1,1,1,1,1,1,1,20191201,20200701
94742811505856,1,1,1,1,1,1,1,20191201,20200701
94662511496610,1,1,1,1,1,1,1,20191201,20200701
94757211507574,1,1,1,1,1,1,1,20191201,20200701
94589911488045,1,1,1,1,1,1,1,20191201,20200701
94673811497881,1,1,1,1,1,1,1,20191201,20200701
94673911497887,1,1,1,1,1,1,1,20191201,20200701
94620911491673,1,1,1,1,1,1,1,20191201,20200701
94621211491698,1,1,1,1,1,1,1,20191201,20200701
94621711491773,1,1,1,1,1,1,1,20191201,20200701
94621611491758,1,1,1,1,1,1,1,20191201,20200701
94588511487839,1,1,1,1,1,1,1,20191201,20200701
